label,type,file,frame,h0_0_x,h0_0_y,h0_0_z,h0_1_x,h0_1_y,h0_1_z,h0_2_x,h0_2_y,h0_2_z,h0_3_x,h0_3_y,h0_3_z,h0_4_x,h0_4_y,h0_4_z,h0_5_x,h0_5_y,h0_5_z,h0_6_x,h0_6_y,h0_6_z,h0_7_x,h0_7_y,h0_7_z,h0_8_x,h0_8_y,h0_8_z,h0_9_x,h0_9_y,h0_9_z,h0_10_x,h0_10_y,h0_10_z,h0_11_x,h0_11_y,h0_11_z,h0_12_x,h0_12_y,h0_12_z,h0_13_x,h0_13_y,h0_13_z,h0_14_x,h0_14_y,h0_14_z,h0_15_x,h0_15_y,h0_15_z,h0_16_x,h0_16_y,h0_16_z,h0_17_x,h0_17_y,h0_17_z,h0_18_x,h0_18_y,h0_18_z,h0_19_x,h0_19_y,h0_19_z,h0_20_x,h0_20_y,h0_20_z,h1_0_x,h1_0_y,h1_0_z,h1_1_x,h1_1_y,h1_1_z,h1_2_x,h1_2_y,h1_2_z,h1_3_x,h1_3_y,h1_3_z,h1_4_x,h1_4_y,h1_4_z,h1_5_x,h1_5_y,h1_5_z,h1_6_x,h1_6_y,h1_6_z,h1_7_x,h1_7_y,h1_7_z,h1_8_x,h1_8_y,h1_8_z,h1_9_x,h1_9_y,h1_9_z,h1_10_x,h1_10_y,h1_10_z,h1_11_x,h1_11_y,h1_11_z,h1_12_x,h1_12_y,h1_12_z,h1_13_x,h1_13_y,h1_13_z,h1_14_x,h1_14_y,h1_14_z,h1_15_x,h1_15_y,h1_15_z,h1_16_x,h1_16_y,h1_16_z,h1_17_x,h1_17_y,h1_17_z,h1_18_x,h1_18_y,h1_18_z,h1_19_x,h1_19_y,h1_19_z,h1_20_x,h1_20_y,h1_20_z
i do not agree,video,agree (3).MP4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,18,0.45859068632125854,0.6516281962394714,1.3785466101978727e-08,0.47332003712654114,0.6271253228187561,-0.0017132116481661797,0.4870631992816925,0.6013028025627136,-0.006784934084862471,0.4961903393268585,0.5873028039932251,-0.013027273118495941,0.500450849533081,0.5823913216590881,-0.018646681681275368,0.47272783517837524,0.5586990714073181,-0.010654816403985023,0.4884836673736572,0.5431403517723083,-0.022700436413288116,0.4973154664039612,0.5642163157463074,-0.029478253796696663,0.5010340809822083,0.5820208191871643,-0.03283991664648056,0.46500280499458313,0.5649159550666809,-0.01522818859666586,0.48463189601898193,0.5751978754997253,-0.028552938252687454,0.4944319427013397,0.6078566312789917,-0.032091766595840454,0.4971219003200531,0.6295022964477539,-0.03268873691558838,0.4591871500015259,0.5797654390335083,-0.02022959105670452,0.4783474802970886,0.5967731475830078,-0.03234126418828964,0.4866904616355896,0.624096691608429,-0.031275663524866104,0.48876580595970154,0.6407033205032349,-0.028218569234013557,0.4552706480026245,0.5987464785575867,-0.02533961646258831,0.4727104902267456,0.613605260848999,-0.03290656581521034,0.4803451895713806,0.6323504447937012,-0.03121146745979786,0.4826909601688385,0.6445609331130981,-0.028334276750683784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,19,0.45928382873535156,0.6278802752494812,1.0117332749359775e-07,0.47543099522590637,0.6039872169494629,-0.005841967184096575,0.4864696264266968,0.5809805393218994,-0.012632668949663639,0.4935954213142395,0.5646454095840454,-0.01986796408891678,0.4919840097427368,0.5544747114181519,-0.026646532118320465,0.4671453535556793,0.5237249135971069,-0.007486123591661453,0.4713505506515503,0.510631263256073,-0.016916370019316673,0.47703883051872253,0.5057416558265686,-0.024075718596577644,0.4803471267223358,0.5059230327606201,-0.028526369482278824,0.4551886320114136,0.5282174944877625,-0.009529324248433113,0.47190889716148376,0.545222282409668,-0.020106472074985504,0.47968944907188416,0.5695691108703613,-0.024020714685320854,0.4805574417114258,0.5833108425140381,-0.025202466174960136,0.4461827278137207,0.5435598492622375,-0.012427464127540588,0.46538329124450684,0.5655792355537415,-0.021022038534283638,0.4715576171875,0.584653377532959,-0.019110171124339104,0.4709479808807373,0.5941209197044373,-0.01632831245660782,0.4401429295539856,0.5653609037399292,-0.016270101070404053,0.4568023085594177,0.5816652178764343,-0.0214613638818264,0.4622145891189575,0.5946143269538879,-0.01941824145615101,0.46144354343414307,0.6005684733390808,-0.016540372744202614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i do not agree,video,agree (3).MP4,20,0.4557235836982727,0.5994393229484558,1.3194016901252326e-07,0.47007954120635986,0.5714923143386841,-0.0025425725616514683,0.48102691769599915,0.5461889505386353,-0.007304628379642963,0.4858887493610382,0.5254887938499451,-0.01343349926173687,0.47920408844947815,0.5163498520851135,-0.01956399343907833,0.4606756865978241,0.49659866094589233,-0.001494401483796537,0.4651680588722229,0.47974085807800293,-0.010085104033350945,0.47308990359306335,0.46656349301338196,-0.01705147698521614,0.4810490608215332,0.45884644985198975,-0.021100515499711037,0.44752171635627747,0.4986221194267273,-0.004655161872506142,0.4627580940723419,0.5003272891044617,-0.01407934632152319,0.47144076228141785,0.5236828923225403,-0.01708562672138214,0.4733057916164398,0.5376467108726501,-0.016884008422493935,0.4378196895122528,0.5112787485122681,-0.008680311031639576,0.4555201530456543,0.5226424336433411,-0.016698768362402916,0.46198487281799316,0.5419998168945312,-0.01439627818763256,0.4612100422382355,0.5525075793266296,-0.010554642416536808,0.43016791343688965,0.5311654806137085,-0.013380943797528744,0.4454432725906372,0.5426006317138672,-0.017385147511959076,0.4522703289985657,0.5537337064743042,-0.01474804524332285,0.45195600390434265,0.5595508217811584,-0.011148639023303986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
